sample_ID,minADE_k,minFDE_k,MR_k,b-minFDE_k
0015197d-b916-43b6-bcaa-8a7d90d7b87d,0.6185856383092987,1.4631941630312688,0.0,1.9082227198861506
00190202-a988-4f35-96b5-876869b4e0a3,1.0006628775065611,2.1589068052816773,1.0,2.6616551019181753
003363ad-fa78-45f9-a8d7-716f4ea6d586,0.5641340059267546,1.0082881297501374,0.0,1.6174536626810445
00629110-b592-4d2a-8524-b5f2e9661048,1.1735898964928022,1.773932613782306,0.0,2.266460617679348
0067cf62-4775-425e-8edc-28fd8622b920,0.22503456151282805,0.8276801881296685,0.0,1.1887849799216272
0085e780-a3b2-4432-a64f-56e7b3394432,0.8319664298517421,0.5973230213339963,0.0,1.0930333442707885
00b2262d-bb33-4756-963e-4a5c87d8bd5d,1.3537518135303388,4.796193405933466,1.0,5.728505778108939
011f5450-0124-43f2-8374-9322c5f99c50,0.43863301234441837,0.4351495446582198,0.0,1.1510036283046177
014d18b9-7c8e-44c3-aeb0-bd285b6a0009,2.036735437557266,2.9797055294822,1.0,3.5048625918220533
01aa2ec8-ba08-41e7-9d41-215c38581c7c,0.812701115082221,0.4402082645531372,0.0,1.0491703151978231
01d2eaa8-9188-4346-afaa-0a8fc55f76e2,0.664499687998768,0.537847227258888,0.0,1.2772364219599788
024057e0-ceb2-4469-a7ee-ebb8c2571290,0.37853292140016875,1.311431260035643,0.0,1.8889729238252366
02590051-6153-4257-b586-9545f58d20f2,0.6182912149484505,0.8283784349716135,0.0,1.339868794155055
029e1006-cff6-47cb-81de-d1c18deee079,0.4676242344990316,0.6847608608750468,0.0,0.9888066630163441
02ad9a10-525b-4c1b-bc2e-1c0762af13a8,0.10031088686834781,0.29193164566003793,0.0,0.828744787598327
02b57064-6fe3-41a4-8ad5-24e51abbdac4,0.802906052397299,2.9417236443776478,1.0,3.802046629499017
02eb9cea-68ef-44a4-9951-e0301ffcaace,4.161448047076715,7.040983058587139,1.0,7.977285631471126
02eef7c9-620e-4823-b97a-082397bc8078,0.7875864896873009,1.8016326323693745,0.0,2.432868779139874
033e8dfd-8bd9-4a6d-b016-7238c2dfed7a,4.007803928579063,8.242238149112202,1.0,9.224848213080826
034c467f-edb4-43c6-a41c-5489edf90ace,0.423807537664649,0.41819114608787367,0.0,0.8703673889258254
03a6c21a-dfbb-4047-b47f-6e8032f09fcd,0.36623474920679644,0.8054987357251867,0.0,1.4597346406482066
03ef2306-f91d-436e-872d-6aa60d019611,0.23529096406400285,0.4562743703885074,0.0,0.9335289487761762
03fc110f-101f-474b-a399-95d9b4664d7c,0.4579656896702279,1.0070496388897303,0.0,1.5374530086254525
041986e2-4e45-43d7-b11a-53159057bd1d,0.28039106710722883,0.7742058039126288,0.0,1.3184289065430006
0484a954-0537-4de1-8243-366914daabfc,0.2587454202195025,1.3801413173545898,0.0,1.95490349360327
04863ae1-01ca-47d0-a6b6-980f74147055,0.13437761332796339,0.18999175584319533,0.0,0.494651706307055
0493aba2-d61a-440b-b51a-b4236069080f,0.6483920181397774,0.7119773200962864,0.0,1.3466012665212372
05cb5c28-e0d9-4b9b-87e7-70eb029aafb2,1.6563446733664513,0.9420437764804588,0.0,1.430443872297471
05df5f85-61ea-4026-863d-3ea011bc60f1,0.367594900326708,0.7517263524928359,0.0,1.184749201194755
06239a02-99b9-42bc-9990-8296daf95312,0.6935967439249248,2.1650823591015,1.0,2.6786478651333043
0636a16b-96f7-4d2b-97c8-c5d47a9f3123,0.3677993246122141,1.4941585143124567,0.0,2.086744877213781
065e704a-72bd-4b6a-8b86-583298ef08a0,1.0633506617770687,2.699584650306429,1.0,3.548483959823553
06dd6a02-555f-4f24-87de-af0e692e8788,1.322800063128443,2.641458865180993,1.0,3.2718939100612126
072c33f0-f689-449f-b4ef-f33707e48286,2.104297338209158,3.180716821309037,1.0,4.180711618719654
07f32ef1-2a19-4695-b0ea-59fd890ca813,0.5418681977577458,1.476291919744552,0.0,2.4064110404503722
0821ce94-d0da-4e81-967c-4fa60e2baa67,0.5117080422797227,0.7104485860213227,0.0,1.2017536802933786
086816c5-e9da-4d96-8687-154246e4b3f6,0.9587378314691778,4.8081242618653475,1.0,5.77783594364489
08834540-b606-43f9-ab11-330717efbc52,1.2217083717047192,1.6030580951809388,0.0,2.126760824233546
08a174ba-09bd-4773-b284-0fb05c7d6b40,2.346293641249618,4.6355979750260845,1.0,5.186827258380027
08b03139-bd9f-49c5-af6e-8be24be3d435,1.491295662159453,3.165085068664073,1.0,3.7427605357318985
0993fce9-430b-4c68-9dc9-fd52aa93a025,0.8568079065620123,0.48037401481538405,0.0,1.1036630918251882
09cfd94e-37dc-4082-840b-be65ae266488,0.6053464336873925,1.7094303859998656,0.0,2.336704837177718
09ea03f1-1bf7-462e-8996-ed7f1bd806ba,1.7889483733848541,1.158825516903381,0.0,1.6249832886865225
0a27a73f-51cf-4f21-907e-a49b99f25ce3,0.6627440234556168,1.5060289034173302,0.0,2.1348466780110638
0aa1ef63-59fa-49e2-b789-a6602a4d479d,0.9218438181343077,1.1749859934265963,0.0,1.8166032430858654
0ac3239f-0a47-47de-9cfd-3e91e0665a1e,1.2668976142298343,2.534980581800288,1.0,3.532769272515426
0acf934d-b180-4546-8e1a-bb7cfe76a41d,0.4747440728673692,1.4886318829732104,0.0,2.121080032199849
0ad96ea8-365f-4be4-b0e9-46d0c4d4a8cf,0.36071204922410016,0.8429160616669853,0.0,1.3290798640260728
0b36aa65-9380-4bff-a328-2dfb2e1562e0,0.5247380674706066,1.0343044625773523,0.0,1.7534939602778143
0b5817e4-4219-4bc4-af6a-af2603109a7a,4.198664397464345,10.484951511783816,1.0,11.481233516323174
0b7d125d-6e3c-4272-878b-ef7b3f96dbac,0.4085354143756955,0.7623379447006982,0.0,1.1874762579181317
0bd3e6b4-3186-4e48-aa60-6feae11d82c4,2.2607128452010645,4.354980761713494,1.0,5.265755684470959
0c56d7e2-85a5-4afc-b456-18118a97a9c2,0.7766335020883827,0.3636396616904542,0.0,1.1432331932880568
0c87a7bf-839a-4e19-ac10-4af77a3e2d09,0.9628667172171821,0.03934397488285703,0.0,0.6294261363759298
0cf00172-cd3d-4b25-8674-1e4dc9017af3,1.017343938354735,1.3778209434129884,0.0,2.1154028898166812
0d3df5df-1280-4b81-ac95-ab917bbeb009,0.6106572861813218,1.3367512536541806,0.0,2.136600494835942
0d4447af-7e94-46ad-bd67-ae4caf4885a7,0.3309971909376394,0.6343953048739851,0.0,1.037297955540438
0d517723-f726-4804-b003-6da95b944d93,0.5603879753129213,1.3062250706791796,0.0,1.8188107828690376
0e4a97ba-a6d4-4e3c-8915-ea119b86a394,0.36623882008939673,0.9139593690946592,0.0,1.475640855874389
0e74ac4a-1279-4de7-b565-875564ba97e3,1.1817238080105572,1.4940328282253938,0.0,2.261087752925723
0e80395f-1fff-4b60-9094-6cd5134fd65e,1.643570861695196,4.706510414653542,1.0,5.634653583695467
0eeaa877-2295-489c-99b3-073439bbb5af,0.6962633675775237,0.608850233177573,0.0,1.093100296980052
0f0c84cc-8085-48fb-9d26-95084f325247,0.8822953234272367,2.5134606292817097,1.0,3.103517675667824
0f199b40-7fef-42e4-9464-37ee4c979263,0.2875956121625284,0.4886090225742052,0.0,0.8897269208883621
0f539055-9d20-425c-b859-73ca5acda7d0,0.25509901499720844,0.06962937874346178,0.0,0.6370166958533021
0f58750c-6d78-4caf-a0ec-b9ea3e8387fc,1.004335026571635,2.2184816626901087,1.0,2.78963063851252
