sample_ID,minADE_k,minFDE_k,b-minFDE_k
1022e325-8224-47a5-9f89-ea21e1223a63,0.0728689865201945,0.0424661758551145,0.5330953644159606
1f3c38b4-c01f-4636-a086-bb8afca41c10,0.0570398098030657,0.0595122040516754,0.3709573749780234
322ca41b-b49a-4f84-be3e-4fc97aeb6532,0.0552834307307988,0.0638703240357604,0.3790709560696954
33a17351-0f1e-4b55-a3bc-723bb5214c8e,0.0251279084464144,0.0454650499920003,0.3595960005940182
37106392-a894-4858-867c-bb03568886bc,0.1119743799536172,0.0491873609502255,0.3657432725750931
4824463c-84ce-481f-b68e-494373722a41,0.0191919467419803,0.02281524045215,0.3331198583149883
5739f62c-a24e-4ac1-b0ff-61ab8ca5ced6,0.1234115580793117,0.0513521847976649,0.3938182526876456
6a6a1445-e284-46f5-a585-9ddf25922a82,0.0562554636273822,0.017511050801711,0.3176620171363621
6df35bb1-a4d3-46a8-a7fe-216bf9573ccd,0.0787065825508211,0.099758338667954,0.4108015706411325
a0b86946-edb8-4045-8288-53dd3ea8a457,0.0780619406351002,0.1532213044718347,0.450649853684911
a0eebdf3-8dac-491a-a85f-f48dab44704e,0.0631745457798739,0.0684855139407963,0.3772017321536845
a16d031d-5db7-405a-addd-fe6d81463445,0.1027490827059255,0.1240764408620082,0.4350871012194665
b0b93821-b9ec-45cd-8f0d-f418aabeb401,0.0198914460478445,0.0331511630353803,0.3453578062833826
d22b78b1-679f-4369-9fe8-c350f34bd532,0.142743427163648,0.0643559984862991,0.3664060865247531
dea0ec6f-7fee-48b9-bfd2-1cef9043ea01,0.1361663326083171,0.0799564892177082,0.5914824360972057
e3256090-c604-437b-9770-6b1173c7ef3f,0.0369955317000696,0.049557766809429,0.3469717627938367
e97ef64c-1c0d-483a-a3a2-c3e904236632,0.0130662018855889,0.0111533301196801,0.3232353200976521
ecbdfb6b-1034-4ac7-9e20-d989a480bf7c,0.1150805349854169,0.1182011379507341,0.4267238181231029
f1643e24-522c-426d-a827-6fe4027410be,0.1410377370794377,0.1587123952788696,0.5969454839578812
